Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
14254,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Capromys,garridoi,"Varona, 1970",,,,,Mysateles garridoi,Garrido's Hutia,,Jutía de Garrido,CR,C2a(i),3.1,2015,unknown,N
3842,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Capromys,pilorides,"(Say, 1822)",,,,,Capromys acevedo|Capromys gundlachius|Isodon pilorides,Desmarest's Hutia,,,LC,,3.1,2008,stable,N
18306,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Caracal,aurata,"(Temminck, 1827)",,,,,Profelis aurata  ,"African Golden Cat, Golden Cat","Chat doré, Chat doré Africain",Gato Dorado,VU,A2c+3c,3.1,2015,decreasing,N
3847,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Caracal,caracal,"(Schreber, 1776)",,,,,"","Caracal, Desert Lynx, African Caracal, Asian Caracal",Lynx Du Désert,Lince Africano,LC,,3.1,2008,unknown,N
3858,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Cardiocranius,paradoxus,"Satunin, 1903",,,,,"",Five-toed Pygmy Jerboa,,,DD,,3.1,2008,unknown,N
3859,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Cardioderma,cor,"(Peters, 1872)",,,,,"","Heart-nosed Bat, African False Vampire Bat",,,LC,,3.1,2008,unknown,N
3903,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,brevicauda,"(Schinz, 1821)",,,,,"",Silky Short-tailed Bat,,,LC,,3.1,2008,stable,N
3904,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,castanea,"H. Allen, 1890",,,,,"",Chestnut Short-tailed Bat,,,LC,,3.1,2015,stable,N
136782,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,manu,"Pacheco, Solari & Velazco, 2004",,,,,"",Manu Short-tailed Bat,,,LC,,3.1,2015,stable,N
3905,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,perspicillata,"(Linnaeus, 1758)",,,,,"",Seba's Short-tailed Bat,,,LC,,3.1,2015,stable,N
136268,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,sowelli,"Baker, Solari & Hoffmann, 2002",,,,,"",Sowell's Short-tailed Bat,,,LC,,3.1,2015,stable,N
3906,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,subrufa,"(Hahn, 1905)",,,,,"","Gray Short-tailed Bat, Grey Short-tailed Bat",,,LC,,3.1,2015,stable,N
40596,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Carpitalpa,arendsi,"(Lundholm, 1955)",,,,,Chlorotalpa arendsi  ,Arend's Golden Mole,,,VU,B1ab(iii)+2ab(iii),3.1,2015,unknown,N
3917,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Carpomys,melanurus,"Thomas, 1895",,,,,"","Large Luzon Carpomys, Short-footed Luzon Tree Rat",,,DD,,3.1,2008,unknown,N
3916,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Carpomys,phaeurus,"Thomas, 1895",,,,,"","Small Luzon Carpomys, White-bellied Luzon Tree Rat, White-bellied Tree Rat",,,LC,,3.1,2008,unknown,N
3921,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Carterodon,sulcidens,"(Lund, 1841)",,,,,"",Owl's Spiny Rat,,,DD,,3.1,2008,unknown,N
7799,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Caryomys,eva,"(Thomas, 1911)",,,,,Eothenomys eva  ,"Eva's Red-backed Vole, Gansu Vole, Eva's Vole, Ganzu Vole, Taozhou Vole",,,LC,,3.1,2008,unknown,N
7800,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Caryomys,inez,"(Thomas, 1908)",,,,,Eothenomys inez  ,"Inez's Red-backed Vole, Inez's Vole, Kolan Vole",,,LC,,3.1,2008,unknown,N
3999,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Casinycteris,argynnis,"Thomas, 1910",,,,,"","Short-palated Fruit Bat, Golden Short-palated Fruit Bat",,,LC,,3.1,2008,unknown,N
4003,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CASTORIDAE,Castor,canadensis,"Kuhl, 1820",,,,,"",American Beaver,,,LC,,3.1,2013,stable,N
4007,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CASTORIDAE,Castor,fiber,"Linnaeus, 1758",,,,,"",Eurasian Beaver,Castor D'Eurasie,Castor Europeo,LC,,3.1,2008,increasing,N
4015,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TAYASSUIDAE,Catagonus,wagneri,"(Rusconi, 1930)",,,,,"","Chacoan Peccary, Tagua",Pécari du Chaco,"Chaco Argentino, Quimilero",EN,A3cd+4cd,3.1,2015,decreasing,N
4037,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Catopuma,badia,"(Gray, 1874)",,,,,Felis badia  |Pardofelis badia,"Borneo Bay Cat, Bay Cat, Bornean Bay Cat",Chat bai,Gato Rojo de Borneo,EN,C1,3.1,2008,decreasing,N
4038,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Catopuma,temminckii,"(Vigors & Horsfield, 1827)",,,,,Felis temminckii|Pardofelis temminckii,"Asiatic Golden Cat, Temminck's Cat, Golden Cat","Chat de Temminck, Chat doré D'Asie",Gato Dorado Asiático,NT,,3.1,2015,decreasing,N
4064,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Cavia,aperea,"Erxleben, 1777",,,,,"",Brazilian Guinea Pig,,,LC,,3.1,2008,stable,N
4065,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Cavia,fulgida,"Wagler, 1831",,,,,"",Shiny Guinea Pig,,,LC,,3.1,2008,stable,N
136520,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Cavia,intermedia,"Cherem, Olimpio & Ximenez, 1999",,,,,"","Santa Catarina's Guinea Pig, Moleques do Sul Guinea Pig",,,CR,D,3.1,2008,decreasing,N
4066,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Cavia,magna,"Ximinez, 1980",,,,,"",Greater Guinea Pig,,,LC,,3.1,2008,decreasing,N
4068,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Cavia,tschudii,"Fitzinger, 1867",,,,,"",Montane Guinea Pig,,,LC,,3.1,2008,stable,N
41535,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Cebuella,pygmaea,"(Spix, 1823)",,,,,"",Pygmy Marmoset,,"Leonzito, Chichico, Leoncillo, Chambira, Micoleãozinho, Mono De Bolsillo, Titi, Titi-pielroja",LC,,3.1,2008,decreasing,N
4081,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,aequatorialis,"J. A. Allen, 1914",,,,,Cebus albifrons subspecies aequatorialis,"Ecuadorian White-fronted Capuchin, Ecuadorian Capuchin",,"Machín Blanco de Occidente, Mono Capuchino",CR,A2cd,3.1,2015,decreasing,N
39951,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,albifrons,"(Humboldt, 1812)",,,,,Cebus albifrons subspecies albifrons|Cebus albifrons subspecies hypoleucus|Simia albifrons,"Humboldt's White-fronted Capuchin, White-fronted Capuchin",Spajou à front blanc,Capuchino de frente blanca,LC,,3.1,2015,decreasing,N
43940,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,brunneus,"Allen, 1914",,,,,Cebus olivaceus subspecies brunneus,Brown Weeper Capuchin,,,LC,,3.1,2008,unknown,N
4082,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,cesarae,"Hershkovitz, 1949",,,,,Cebus albifrons subspecies cesarae,Río Cesar White-fronted Capuchin,Sapajou du Cesar,Capachino del César,DD,,3.1,2015,decreasing,N
4075,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,cuscinus,"Thomas, 1901",,,,,Cebus albifrons subspecies cuscinus,Shock-headed Capuchin,,Machin de Cara Blanca,NT,,3.1,2015,decreasing,N
40019,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,kaapori,"Queiroz, 1992",,,,,Cebus olivaceus subspecies kaapori,"Ka'apor Capuchin, Kaapori Capuchin",,,CR,A2cd,3.1,2008,decreasing,N
4084,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,malitiosus,"Elliot, 1909",,,,,Cebus albifrons subspecies malitiosus,Santa Marta White-fronted Capuchin,,,EN,"B1ab(i,ii,iii,iv)",3.1,2015,decreasing,N
39952,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,versicolor,"Pucheran, 1845",,,,,Cebus albifrons subspecies adustus|Cebus albifrons subspecies leucocephalus|Cebus albifrons subspecies versicolor,"Varied White-fronted Capuchin, Varied Capuchin",,,EN,A2cd,3.1,2015,decreasing,N
136350,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Centronycteris,centralis,"Thomas, 1912",,,,,"",Thomas's Shaggy Bat,,,LC,,3.1,2015,unknown,N
4112,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Centronycteris,maximiliani,"(Fischer, 1829)",,,,,"","Shaggy Bat, Common Shaggy Bat",,,LC,,3.1,2008,unknown,N
4133,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Centurio,senex,"Gray, 1842",,,,,"","Wrinkle-faced Bat, Lattice-winged Bat",,,LC,,3.1,2008,stable,N
4137,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,adersi,"Thomas, 1918",,,,,"",Aders' Duiker,,,CR,A4cd,3.1,2008,decreasing,N
4138,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,callipygus,"Peters, 1876",,,,,"","Peters' Duiker, Peter's Duiker",,,LC,,3.1,2008,decreasing,N
4139,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,dorsalis,"Gray, 1846",,,,,"","Bay Duiker, Western Bay Duiker","Céphalophe À Bande Dorsale Noire, Céphalophe Bai",Duiquero Bayo,LC,,3.1,2008,decreasing,N
4154,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,harveyi,"(Thomas, 1893)",,,,,"","Harvey's Duiker, Harvey's Red Duiker, East African Red Duiker",Céphalophe De Harvey,,LC,,3.1,2008,decreasing,N
4140,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,jentinki,"Thomas, 1892",,,,,"",Jentink's Duiker,Céphalophe De Jentink,Duiquero De Jentink,EN,C1,3.1,2008,decreasing,N
4141,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,leucogaster,"Gray, 1873",,,,,"","White-bellied Duiker, Western White-bellied Duiker",,,LC,,3.1,2008,decreasing,N
4144,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,natalensis,"A. Smith, 1834",,,,,"","Natal Red Duiker, Red Duiker, Natal Duiker, Red Forest Duiker",,,LC,,3.1,2008,decreasing,N
4145,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,niger,"Gray, 1846",,,,,"",Black Duiker,,,LC,,3.1,2008,decreasing,N
4146,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,nigrifrons,"Gray, 1871",,,,,"",Black-fronted Duiker,,,LC,,3.1,2008,decreasing,N
4148,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,ogilbyi,"(Waterhouse, 1838)",,,,,"",Ogilby's Duiker,Céphalophe D'Ogilby,Duiquero De Ogilby,LC,,3.1,2008,decreasing,N
4149,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,rufilatus,"Gray, 1846",,,,,"",Red-flanked Duiker,,,LC,,3.1,2008,decreasing,N
4150,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,silvicultor,"(Afzelius, 1815)",,,,,"","Yellow-backed Duiker, Western Yellow-backed Duiker","Céphalophe À Dos Jaune, Céphalophe Géant",Duiquero De Lomo Amarillo,LC,,3.1,2008,decreasing,N
4151,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,spadix,"True, 1890",,,,,"","Abbott's Duiker, Minde",,,EN,C2a(i),3.1,2008,decreasing,N
4152,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,weynsi,"Thomas, 1901",,,,,"","Weyns' Duiker, Weyns's Duiker",,,LC,,3.1,2008,decreasing,N
4153,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,zebra,"Gray, 1838",,,,,"","Zebra Duiker, Banded Duiker, Zebra Antelope",Céphalophe Zèbré,Duiquero Cebrado,VU,A2cd; C1,3.1,2008,decreasing,N
4159,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,commersonii,"(Lacépède, 1804)",,,,,"","Commerson's Dolphin, Piebald Dolphin, Tonina Dolphin, Black-and-White Dolphin",Dauphin de Commerson,"Delfín de Commerson, Jacobita, Tunina Overa",DD,,3.1,2013,unknown,N
4160,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,eutropia,"Gray, 1846",,,,,"","Chilean Dolphin, Black Chilean Dolphin, White-bellied Dolphin, Black Dolphin",Dauphin du Chili,"Delfín Chileno, Delfín Negro, Tunina de Vientre Blanco",NT,,3.1,2013,decreasing,N
4161,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,heavisidii,"(Gray, 1828)",,,,,Grampus heavisidii,"Heaviside's Dolphin, South African Dolphin, Benguela Dolphin","Céphalorhynque du Cap, Dauphin de Heaviside","Delfín del Cabo, Tunina de Heaviside",DD,,3.1,2013,unknown,N
4162,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,hectori,"(van Beneden, 1881)",,,,,"","Hector's Dolphin, White-headed Dolphin, New Zealand White-front Dolphin, New Zealand Dolphin",Dauphin d'Hector,"Delfín de Héctor, Tunina de Héctor",EN,A4d,3.1,2013,decreasing,N
4185,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,RHINOCEROTIDAE,Ceratotherium,simum,"(Burchell, 1817)",,,,,Rhinoceros simus,"White Rhinoceros, Northern White Rhinoceros, Square-lipped Rhinoceros",Rhinocéros blanc du Nord,Rinoceronte Blanco del Norte,NT,,3.1,2012,increasing,N
4192,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,caudatus,"(Milne-Edwards, 1877)",,,,,"","Long-tailed Pygmy Possum, Long-tailed Pygmy-possum, Long-tailed Dormouse-phalanger",,,LC,,3.1,2008,stable,N
40576,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,concinnus,"(Gould, 1845)",,,,,"","Western Pygmy Possum, Western Pygmy-possum, Southwestern Pygmy Possum, Mundarda",,,LC,,3.1,2008,stable,N
40577,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,lepidus,"(Thomas, 1888)",,,,,"","Little Pygmy Possum, Tasmanian Pygmy-possum, Little Pygmy-possum, Tasmanian Pygmy Possum",,,LC,,3.1,2008,stable,N
40578,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,nanus,"(Desmarest, 1818)",,,,,"","Eastern Pygmy Possum, Eastern Pygmy-possum, Common Dormouse-phalanger",,,LC,,3.1,2008,decreasing,N
136615,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,agilis,"Milne-Edwards, 1886",,,,,"",Agile Mangabey,,,LC,,3.1,2008,stable,N
4205,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,atys,"(Audebert, 1797)",,,,,"","Sooty Mangabey, Red-capped Monkey, White-naped Mangabey",,,VU,A2cd,3.1,2008,decreasing,N
4207,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,chrysogaster,"Lydekker, 1900",,,,,Cercocebus galeritus subspecies chrysogaster,Golden-bellied Mangabey,Cercocèbe À Ventre Doré,Bisonte Europeo,DD,,3.1,2008,decreasing,N
4200,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,galeritus,"Peters, 1879",,,,,Cercocebus galeritus subspecies galeritus,"Tana River Crested Mangabey, Tana River Mangabey","Mangabey À Crête, Mangabey De La Tana",Mangabey Crestado Ventriblanco,EN,C2a(ii),3.1,2008,decreasing,N
4203,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,sanjei,"Mittermeier, 1986",,,,,Cercocebus galeritus subspecies sanjei,"Sanje Mangabey, Sanje River Mangabey, Sanje Crested Mangabey",Mangabé Sanje,,EN,"B1ab(iii,v)",3.1,2008,decreasing,N
4201,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,torquatus,"(Kerr, 1792)",,,,,Cercocebus torquatus subspecies torquatus,"White-collared Mangabey, Collared Mangabey, Red-crowned Mangabey, Sooty Mangabey, Red-capped Mangabey","Mangabey Couronné, Mangabey Enfumé",Mangabey De Collar Blanco,VU,A2cd,3.1,2008,decreasing,N
4212,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,ascanius,"(Audebert, 1799)",,,,,"","Red-tailed Monkey, Redtail Monkey, Black-cheeked White-nosed Monkey, Red-tailed Guenon, Schmidt's Guenon",Ascagne,,LC,,3.1,2008,unknown,N
4213,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,campbelli,"Waterhouse, 1838",,,,,"","Campbell's Monkey, Campbell's Guenon, Campbell's Mona Monkey, Lowe's Monkey",Cercopithèque De Campbell,,LC,,3.1,2008,unknown,N
4214,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,cephus,"(Linnaeus, 1758)",,,,,"","Moustached Monkey, Moustached Guenon",Moustac Bleu,,LC,,3.1,2008,unknown,N
4215,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,diana,"(Linnaeus, 1758)",,,,,"","Diana Monkey, Roloway Monkey, Diana Guenon",Cercopithèque Diane,Diana,VU,A2cd,3.1,2008,decreasing,N
4216,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,dryas,"Schwarz, 1932",,,,,Cercopithecus salongo  ,"Dryad Monkey, Dryas Monkey, Dryas Guenon, Salonga Guenon",,Mono Dryas,CR,C2a(ii); D,3.1,2008,unknown,N
4217,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,erythrogaster,"Gray, 1866",,,,,"","White-throated Monkey, White-throated Guenon, Red-bellied Monkey, Red-bellied Guenon",Cercopithèque À Ventre Roux,,VU,A2cd,3.1,2008,decreasing,N
4218,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,erythrotis,"Waterhouse, 1838",,,,,"","Red-eared Monkey, Russet-eared Guenon, Red-eared Guenon",Moustac À Oreilles Rouges,Mono De Orejas Rojas,VU,A2cd,3.1,2008,decreasing,N
4219,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,hamlyni,"Pocock, 1907",,,,,"","Owl-faced Monkey, Hamlyn's Monkey, Owl-faced Guenon",Cercopithèque D'Hamlyn,,VU,A4cd,3.1,2008,decreasing,N
4220,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,lhoesti,"P. Sclater, 1899",,,,,"","L'Hoest's Monkey, Mountain Monkey, L'Hoest's Guenon",Cercopithèque De L'Hoest,,VU,A4cd,3.1,2013,decreasing,N
4221,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,mitis,"Wolf, 1822",,,,,Cercopithecus albogularis  ,"Blue Monkey, Samango, Golden Monkey, Diademed Monkey, Sykes' Monkey",Cercopithèque À Diadème,,LC,,3.1,2008,decreasing,N
4222,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,mona,"(Schreber, 1775)",,,,,"","Mona Monkey, Mona Guenon",Cercopithèque Mone,,LC,,3.1,2008,unknown,N
4223,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,neglectus,"Schlegel, 1876",,,,,"","De Brazza's Monkey, De Brazza's Guenon",Cercopithèque De Brazza,,LC,,3.1,2008,unknown,N
4224,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,nictitans,"(Linnaeus, 1766)",,,,,"","Putty-nosed Monkey, Greater Spot-nosed Guenon, Greater White-nosed Monkey, Greater Spot-nosed Monkey, Spot-nosed Guenon, White-nosed Guenon",Hocheur,,LC,,3.1,2008,decreasing,N
4225,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,petaurista,"(Schreber, 1774)",,,,,"","Lesser Spot-nosed Monkey, Lesser White-nosed Guenon, Lesser Spot-nosed Guenon, Lesser White-nosed Monkey",Hocheur Du Ghana,,LC,,3.1,2008,unknown,N
4226,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,pogonias,"Bennett, 1833",,,,,"","Crowned Monkey, Golden-bellied Monkey, Crested Mona Monkey, Golden-bellied Guenon, Crowned Guenon, Wolf's Monkey","Guenon Couronné, Mone",Mono Coronado,LC,,3.1,2008,unknown,N
4227,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,preussi,"Matschie, 1898",,,,,"","Preuss's Monkey, Preuss's Guenon",,Mono De Preuss,EN,A2cd,3.1,2008,decreasing,N
4229,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,sclateri,"Pocock, 1904",,,,,"","Sclater's Monkey, White-throated Guenon, Sclater's Guenon",,Mono De Sclater,VU,A2cd,3.1,2008,decreasing,N
4230,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,solatus,"Harrison, 1988",,,,,"","Sun-tailed Monkey, Sun-tailed Guenon",Cercopithèque À Queue De Soleil,Mono Del Gabón,VU,B1ab(v),3.1,2008,unknown,N
4248,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Cerdocyon,thous,"(Linnaeus, 1766)",,,,,Canis thous,"Crab-eating Fox, Crab-eating Zorro, Savannah Fox, Common Zorro","Chien des bois, Renard Crabier","Zorro, Perro de Monte, Perro Sabanero, Perro-zorro, Zorra Baya, Zorro Cangrejero, Zorro Carbonero, Zorro Común, Zorro de Monte, Zorro-lobo, Zorro Patas Negras, Zorro-perro, Zorro Perruno, Zorro Sabanero",LC,,3.1,2015,stable,N
136440,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Cerradomys,andersoni,"(Brooks, Baker, Vargas, Tarifa, Aranibar & Rojas, 2004)",,,,,"",Anderson's Rice Rat,,,DD,,3.1,2008,unknown,N
136276,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Cerradomys,maracajuensis,"(Langguth & Bonvicino, 2002)",,,,,Oryzomys maracajuensis,"Maracaju Rice Rat, Maracaju Oryzomys",,,LC,,3.1,2008,unknown,N
136511,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Cerradomys,marinhus,"(Bonvicino, 2003)",,,,,Oryzomys marinhus,"Marinho's Rice Rat, Marinho's Oryzomys",,,DD,,3.1,2008,unknown,N
136368,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Cerradomys,scotti,"(Langguth & Bonvicino, 2002)",,,,,Oryzomys scotti,"Lindbergh's Rice Rat, Lindbergh's Oryzomys",,,LC,,3.1,2008,unknown,N
15614,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Cerradomys,subflavus,"(Wagner, 1842)",,,,, Hesperomys subflavus|Oryzomys subflavus  ,"Terraced Rice Rat, Terraced Oryzomys, Flavescent Rice Rat",,,LC,,3.1,2008,decreasing,N
4256,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,albirostris,"Przewalski, 1883",,,,,Cervus sellatus  |Cervus thoroldi  |Przewalskium albirostris,"White-lipped Deer, Thorold's Deer",,,VU,A2c,3.1,2015,unknown,N
41785,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,elaphus,"Linnaeus, 1758",,,,,"","Red Deer, Bactrian Wapiti, Bokharan Deer, Bukhara Red Deer, Elk, Bactrian Deer, Wapiti, Bactrian Red Deer","Cerf De Bactriane, Cerf Du Turkestan, Cerf Élaphe, Cerf Élaphe Du Turkestan, Cerf Rouge Du Turkestan","Ciervo, Ciervo Bactriano, Ciervo Rojo",LC,,3.1,2008,increasing,N
41788,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,nippon,"Temminck, 1838",,,,,"","Sika Deer, Sika, Shansi Sika, Japanese Sika Deer",,,LC,,3.1,2015,increasing,N
136547,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Chacodelphys,formosa,"(Shamel, 1930)",,,,,"",,,,VU,"B1ab(i,iii)",3.1,2008,decreasing,N
